img,movie_name,year,genre,Overview,Director,Actor1,Actor2,Actor3,Actor4
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Issaq,-2013,"Drama, Romance","A contemporary adaptation of Romeo and Juliet set in the backdrop of Varanasi in the UP heartland, complete with naxalism, sand mining mafia and of course the timeless love story.",Manish Tiwary,Prateik,Amyra Dastur,Ravi Kishan,Prashant Narayanan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Om Dar-B-Dar,-1988,Drama,A carefully constructed nonsense about a teenage boy named Om in a small Indian village.,Kamal Swaroop,Anita Kanwar,Gopi Desai,Lalit Tiwari,Lakshminarayan Shastri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Doraemon: Nobita's Dorabian Nights,-1991,"Animation, Adventure, Comedy","Nobita and his friends go to rescue Shizuka into the world of the ""Arabian Nights (Thousand and One Nights)"".",Tsutomu Shibayama,Nobuyo Ôyama,Noriko Ohara,Michiko Nomura,Kaneta Kimotsuki
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Daag: A Poem of Love,-1973,"Drama, Music, Romance",Sunil is convicted of murder and is on the run. But the long arm of the law and his past finally catch up with him. Can he outrun his destiny for long?,Yash Chopra,Rajesh Khanna,Sharmila Tagore,Rakhee Gulzar,Prem Chopra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rajjo,-2013,"Drama, Romance",The journey of a nautch girl in the most extraordinary circumstances. Rajjo and Chandu fall in love against the backdrop of the dying Kothas of Mumbai.,Vishwas Patil,Kangana Ranaut,Prakash Raj,Mahesh Manjrekar,Paras Arora
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kal Kissne Dekha,-2009,"Action, Crime, Romance","Born with the ability to foretell the future, Chandigarh-based Nihaal Singh, re-locates to study in a Mumbai-based college. He meets with and falls in love with snobbish and rude Nisha ...                 »",Vivek Sharma,Jackky Bhagnani,Nushrat Bharucha,David Bueno,Brahim Chab
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Geraftaar,-1985,"Action, Drama","Kishan Kumar Khanna is a well-rate film actor who falls head over heels in love with young, beautiful and attractive Anuradha Saxena much to the dislikeness of her gangster brother who ...                 »",Prayag Raj,Kamal Haasan,Poonam Dhillon,Madhavi,Ranjeet
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jis Desh Men Ganga Behti Hai,-1960,"Drama, Musical, Romance",A simple-minded small-time singer joins a group of bandits and becomes the cause for their moral transformation and turnaround.,Radhu Karmakar,Raj Kapoor,Padmini,Pran,Chanchal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Club 60,-2013,Drama,"A glance at 62 years old Manu bhai Shah (Raghubir Yadav) and how he appears peculiar in his outfit, crazy in his behavior, flamboyant in his style, loud and funny in his conversation and ...                 »",Sanjay Tripathy,Farooq Shaikh,Sarika,Raghuvir Yadav,Satish Shah
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Fatso!,-2012,"Comedy, Fantasy, Romance","Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend.",Rajat Kapoor,Gul Panag,Purab Kohli,Ranvir Shorey,Bharti Achrekar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Shikari,-2000,"Crime, Drama, Thriller","Filled with vengeance, a simple man turns into a hardcore criminal in order to avenge the destruction of his family.",N. Chandra,Govinda,Tabu,Karisma Kapoor,Shweta Menon
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Anari,-1993,"Comedy, Drama, Romance","A rich girl appoints a simpleton, as her bodyguard. She soon falls in love with him, which creates havoc in his life.",K. Muralimohana Rao,Rakhee Gulzar,Venkatesh Daggubati,Karisma Kapoor,Suresh Oberoi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Albert Pinto Ko Gussa Kyon Ata Hai,-1980,"Comedy, Drama, Romance",A man from Mumbai (then Bombay) is angry about various issues in different circumstances.,Saeed Akhtar Mirza,Naseeruddin Shah,Shabana Azmi,Smita Patil,Dilip Dhawan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Family of Thakurganj,-2019,"Action, Drama",The film is based on small town of North India. Film's story is about confrontation of love and thoughts. Along with entertainment.,Manoj K. Jha,Prince Singh,Jimmy Sheirgill,Mahie Gill,Nandish Singh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mrityudand: The Death Sentence,-1997,"Action, Drama",Three women are sentenced to Death as they dare to speak out and threaten to break the Status Quo of a male dominated society.,Prakash Jha,Shabana Azmi,Madhuri Dixit,Ayub Khan,Shilpa Shirodkar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rangrezz,-2013,"Action, Drama","Three friends who come together to help a fourth friend elope with his lover, come together once again to teach the couple a lesson, when they part away.",Priyadarshan,Jackky Bhagnani,Priya Anand,Rajpal Yadav,Amitosh Nagpal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,The Angrez,-2005,Comedy,Two Non-resident Indians Pranai and Rochak come to Hyderabad to take up jobs in their friend's company and settle in Hyderabad and get caught up with local gangsters.,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali,Sowmya Bollapragada,Raghu Kumar Karumanchi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Love U... Mr. Kalakaar!,-2011,"Drama, Romance",The only daughter of a wealthy businessman falls in love with a middle-classed underemployed artist.,S. Manasvi,Tusshar Kapoor,Amrita Rao,Ram Kapoor,Madhoo
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,PremGranth,-1996,"Action, Drama, Musical","Professionally qualified as a lawyer, Somen lives a wealthy lifestyle with his mom, Parvati, and dad, Dharam Bhushan, who presides over the town of Shripuri as an upper caste Hindu Priest. ...                 »",Rajiv Kapoor,Shammi Kapoor,Rishi Kapoor,Madhuri Dixit,Anupam Kher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Narasimha,-1991,"Action, Drama","With the help of his strongest henchman; Narasimha, Baapji eliminates his enemies from the city. But what happens when the sleeping morals of your toughest ally awaken, and he not only opposes you, but aligns with your enemy?",N. Chandra,Sunny Deol,Dimple Kapadia,Urmila Matondkar,Ravi Behl
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mahaan,-1983,"Action, Comedy, Drama","A lawyer goes into hiding after being falsely accused of committing a crime while his wife gives birth to twins. One of the twins is separated at birth, while the other twin grows up to become an inspector who is on his father's trail.",S. Ramanathan,Ashok Kumar,Waheeda Rehman,Amitabh Bachchan,Zeenat Aman
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Do Anjaane,-1976,Drama,A man (Amitabh Bachchan) is found wounded on railway tracks and when he awakens he has no memory of who he is and doesn't remember anything about his life. Six years later he is living with...                 »,Dulal Guha,Amitabh Bachchan,Rekha,Prem Chopra,Pradeep Kumar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Salaakhen,-1998,"Action, Drama","When an honest school teacher testifies in a rape case against a prominent businessman's son, he is psychologically tortured and forced to commit suicide. His young son then takes the law into his own hands in order to avenge his father.",Guddu Dhanoa,Sunny Deol,Raveena Tandon,Anupam Kher,Farida Jalal
"https://m.media-amazon.com/images/M/MV5BNmQ5MGQ0NzQtZDczNS00NGU2LTllOWMtYjc1ZTMyZGQzOWEwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR32,0,67,98_AL_.jpg",Namkeen,-1982,"Drama, Family","Namkeen revolves around Jugni, a folk theatre dancer who lives with her three daughters in a remote village, and how their lives change when a truck driver, begins living with them as a tenant.",Gulzar,Sanjeev Kumar,Sharmila Tagore,Shabana Azmi,Kiran Vairale
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Aap Ki Kasam,-1974,"Romance, Drama",Rajesh Khanna plays Mumtaz's jealous husband who begins to doubt her fidelity when his best friend Sanjeev Kumar enters their lives. She is unable to convince Rajesh Khanna that she loves ...                 »,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar,Rehman
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Maharaja,-1998,"Action, Adventure, Comedy","Fearing his death, Ranbir Singh (Salim Ghouse) decides to kill Kohinoor when he is a child, in vain though. After 20 years Kohinoor (Govinda) returns to claim his rightful place in the ...                 »",Anil Sharma,Govinda,Manisha Koirala,Raj Babbar,Salim Ghouse
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Akayla,-1991,"Action, Drama, Thriller",Inspector Vijay Verma is a very lonely cop whose only family is a younger brother Ajay Verma who is studying abroad. He also has two good friends Shekhar and Seema. One day when he arrests ...                 »,Ramesh Sippy,Amitabh Bachchan,Jackie Shroff,Amrita Singh,Meenakshi Sheshadri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Uski Roti,-1970,Drama,"A woman waits for her truck driver husband, everyday, with his daily bread. Her concern for their dying relationship and her sister grows fast as she starts to doubt his loyalty.",Mani Kaul,Gurdeep Singh,Garima,Savita Bajaj,Lakhanpal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,B.A. Pass 2,-2017,Drama,"B. A. Pass 2 is the story of a young girl, who, in order to achieve her goals and to avoid marriage, makes a few wrong decisions and adopts ill habits that eventually ruin her life.",Shadab Khan,Shadab Khan,Kritika Sachdeva,Satiiysh Saarathy Sasho,Sanghmitra Hitaishi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Milestone,-2020,Drama,"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.",Ivan Ayr,Mohinder Gujral,Pavitra Mattoo,Lakshvir Saran,Suvinder Vicky
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Yalgaar,-1992,"Action, Drama, Thriller",Childhood friends became enemies when one Mahendra Ashwini Kumar grows up to be Additional Police Commissioner and the other Raj Pratap Singhal becomes a smuggler. Mahendra have two sons ...                 »,Feroz Khan,Feroz Khan,Sanjay Dutt,Kabir Bedi,Manisha Koirala
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dil Juunglee,-2018,"Comedy, Romance",The movie is a romantic comedy that displays the ups and downs in Sumit and Karol's relationship.,Aleya Sen,Taapsee Pannu,Saqib Saleem,Nidhi Singh,Srishti Shrivastava
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Deewaanapan,-2001,"Action, Romance",A rebel crosses swords with an influential rich man after falling in love with his daughter. However the girl's father is hell bent to break their relation at any cost.,Ashu Trikha,Arjun Rampal,Dia Mirza,Vinod Khanna,Om Puri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Aksar 2,-2017,"Crime, Drama, Mystery",A husband's plan to break up his marriage so that he can be with another woman backfires with unexpected consequences.,Ananth Narayan Mahadevan,Zareen Khan,Gautam Rode,Lillete Dubey,Mukesh Hariawala
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bombay to Bangkok,-2008,"Comedy, Crime, Romance","A chef, in possession of a stolen gangster's money, flees to Thailand where he poses as a doctor.",Nagesh Kukunoor,Shreyas Talpade,Lena Christensen,Vijay Maurya,Manmeet Singh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Farz,-2001,"Action, Thriller","ACP Arjun Singh and his brother-in-law, Tayaji are with the police force but when Tayaji is assassinated on duty Arjun's family feels devastated by his death. Soon, Gawa Firozi and his brother Sikander start to terrorize the city.",Raj Kanwar,Sunny Deol,Preity Zinta,Jackie Shroff,Om Puri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hulchul,-1995,"Action, Romance, Comedy","A troubled ACP adopts a young poor child named Deva whose mother and father died. When he grows up, he helps his adopted father as a police officer and ACP to solve various crimes around ...                 »",Anees Bazmee,Vinod Khanna,Ajay Devgn,Kajol,Ronit Roy
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Anupama,-1966,"Drama, Romance","Mohan Sharma (Tarun Bose) is a workaholic, whose life changes dramatically after his wife dies upon giving birth to their daughter Uma (Sharmila Tagore). He despises the daughter by day, ...                 »",Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Shashikala,Deven Verma
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Moh Maya Money,-2016,"Crime, Drama, Thriller","A young real-estate broker tries to pull off a huge scam, which goes horribly wrong. To fix everything he involves his begrudging wife leading to an end neither could imagine.",Munish Bhardwaj,Neha Dhupia,Ranvir Shorey,Devendra Chowhan,Vidushi Mehra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Taqdeerwala,-1995,"Action, Comedy, Fantasy",A simpleton Suraj stays in a small house with his widowed mother his friend Pandu and a Gopalji when he was a kid his family owned a huge place known as Swarna palace which went into ...                 »,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani,Laxmikant Berde
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kanoon,-1960,"Drama, Crime, Mystery","A lawyer holds the eyewitness evidence to catch a killer, but the identified criminal is the lawyer's own mentor, prospective father-in-law, and also the judge who presides over the case.",B.R. Chopra,Rajendra Kumar,Ashok Kumar,Nanda,Nana Palsikar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hope Aur Hum,-2018,"Comedy, Drama, Family","A father obsessed with an old school copying machine wreaks havoc on the family, causing a change in their relationships. Explores the life of each family member and how their lives are intertwined with each other.",Sudip Bandyopadhyay,Naseeruddin Shah,Kabir Sajid,Virti Vaghani,Sonali Kulkarni
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Nanhe Jaisalmer: A Dream Come True,-2007,"Comedy, Drama, Family","Nanhe Jaisalmer lives a poor lifestyle in Jaisalmer, Rajasthan, along with his mom, Sarla, and sister, Suman. His father took advantage of Sarla's illiteracy, sold their property and ...                 »",Samir Karnik,Dwij Yadav,Bobby Deol,Sharat Saxena,Vivek Shauq
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kasme Vaade,-1978,"Action, Crime, Drama","Amit is employed as a lecturer within a university and wholeheartedly loves Suman opting to get marry to her soon. Their only short-coming in life is Amit's younger brother, Raju, who they ...                 »",Ramesh Behl,Rakhee Gulzar,Amitabh Bachchan,Randhir Kapoor,Neetu Singh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jamun,-2021,"Drama, Family",A dysfunctional family who overcomes their individual difficulties.,Gaurav Mehra,Raghuvir Yadav,Shweta Basu Prasad,Sunny Hinduja,Saurabh Goyal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Zubaan,-2015,Drama,"A young boy wants to become a big shot but after seeing the bad things involved he instead chooses to pursue his passion that is singing, similar to his father.",Mozez Singh,Vicky Kaushal,Sarah Jane Dias,Raaghavv Chanana,Manish Chaudhary
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Damadamm!,-2011,"Comedy, Drama, Romance","On a break from his pushy girlfriend, a male falls for the sister of his employer.",Swapna Joshi,Himesh Reshammiya,Sonal Sehgal,Purbi Joshi,Rajesh Khattar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Scotland,-2019,Crime,A daughter has been sexually assaulted by four thugs. The courts acquit the defendants and so the grieving father decides to take justice into his own hands in a premeditated revenge plot that has a price of its own.,Manish Vatssalya,Adam Saini,Khushboo Purohit,Chetan Pandit,Manish Vatssalya
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mammo,-1994,Drama,"13 year old Riyaz lives a poor lifestyle in Bombay, India, with his grandmother, Fayyuzi, and her sister, Mehmooda alias Mammo. Quite outspoken and embittered over his dad abandoning him, ...                 »",Shyam Benegal,Farida Jalal,Surekha Sikri,Amit Phalke,Himani Shivpuri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bhouri,-2016,Drama,"A tragic love story of Bhouri, a 23-year old who is married to a 55-year old, the film highlights the exploitation of women in male dominated society.",Jasbir Bijender Bhati,Raghuvir Yadav,Masha Pour,Kunickaa Sadanand,Vicky Ahuja
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rise of the Zombie,-2013,"Drama, Horror, Thriller","A heartbroken wildlife photographer throws himself into his work, only to find himself experiencing strange transformations.",Luke Kenny,Devaki Singh,Luke Kenny,Kirti Kulhari,Ashwin Mushran
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Julie,-2004,"Drama, Romance","A heart broken Julie comes to Mumbai to make a living, but the fast moving city will force her to take prostitution as her profession.",Deepak S. Shivdasani,Neha Dhupia,Priyanshu Chatterjee,Yash Tonk,Sanjay Kapoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kajraare,-2010,"Crime, Drama, Romance",A popular singer with two identities falls in love with a prostitute.,Pooja Bhatt,Himesh Reshammiya,Sara Loren,Amrita Singh,Gulshan Grover
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Aashiq,-2001,"Action, Drama, Romance","Pooja and Chander connect over the telephone and fall in love when they finally meet. However, since Pooja's alcoholic father would never approve, she decides to run away from her house.",Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev,Dinesh Hingoo
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Andaz,-1994,"Action, Comedy, Drama","After completing his schooling from Nalanda, Ajay Kumar Saxena returns and is hired as a Teacher. He meets with savvy students, whose names are Jaya, Neelam, Shilpa, Sonam, Chunky, Govinda,...                 »",David Dhawan,Anil Kapoor,Juhi Chawla,Karisma Kapoor,Raj Babbar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bhuvan Shome,-1969,"Comedy, Drama",A lonely bureaucrat goes on holiday to a Gujarat village where a young peasant woman helps him see beyond his job and develop a newfound empathy for people.,Mrinal Sen,Utpal Dutt,Suhasini Mulay,Shekhar Chatterjee,Sadhu Meher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hum Ho Gaye Aap Ke,-2001,"Drama, Musical, Romance","A playboy mends his reckless ways and learns the meaning of true love, in his efforts to win his ladylove.",Ahathian,Sunil Kumar Agrawal,Fardeen Khan,Reema Sen,Apoorva Agnihotri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Maatr,-2017,Thriller,"Vidya, who's left shattered after her daughter Tia's murder, seeks vengeance by fighting the broken justice and criminal system.",Ashtar Sayed,Raveena Tandon,Madhur Mittal,Anurag Arora,Saheem Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Super Nani,-2014,"Comedy, Drama, Family","The movie revolves around how an Indian woman, Bharti, who sacrifices her life for her children and husband, and yet they do not value her or her sacrifices, and they all maltreat her. Then...                 »",Indra Kumar,Rekha,Sharman Joshi,Randhir Kapoor,Anupam Kher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mod,-2011,"Drama, Romance, Thriller",A woman falls for a male she believes is her class-mate until she finds out that he is an unknown and unstable inmate from a mental institute.,Nagesh Kukunoor,Ayesha Takia,Rannvijay Singh,Raghuvir Yadav,Tanvi Azmi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ankush,-1986,"Action, Drama","Four unemployed young men befriend their new neighbors, but soon tragedy strikes and everything is shattered.",N. Chandra,Nana Patekar,Rabia Amin,Gajanan Bangera,Kamini Bhatia
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,7 Hours to Go,-2016,"Crime, Thriller","The film is a fast paced investigative thriller set in Mumbai, present day. Inspired by true event, the film revolves around a hostage crisis and what happens within 7 hours after that incident.",Saurabh Varma,Sandeepa Dhar,Natasa Stankovic,Shiv Panditt,Vipin Sharma
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gattu,-2011,Drama,"In a small town in central India, kids and adults are equally obsessed with kite-flying. The airspace is dominated by a black kite called Kali with mysterious origins. A street kid Gattu, ...                 »",Rajan Khosa,Naresh Sharma,Mohammad Samad,Jayanta Das,Md. Sohaib
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Madhoshi,-2004,"Musical, Mystery, Drama",Anupama looses her sister and her husband in 9/11 twin tower attacks and goes in trauma.Three years later she appears to be normal but hasn't come out of the tragedy.Her parents want her to...                 »,Tanveer Khan,Bipasha Basu,John Abraham,Priyanshu Chatterjee,Prakash Bharadwaj
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Vaada Raha... I Promise,-2009,Drama,"Dr. Duke Chawla, a paralytic patient awaits death as his fiancee leaves him. However, he befriends a boy who's terminally ill, helps him to live life the fullest.",Samir Karnik,Bobby Deol,Dwij Yadav,Kangana Ranaut,Mohnish Bahl
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Woodstock Villa,-2008,"Drama, Mystery, Thriller",A businessman is distraught after refusing to follow the instructions of his wife's kidnapper.,Hansal Mehta,Sikandar Kher,Neha Oberoi,Arbaaz Khan,Gulshan Grover
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ekkees Tareekh Shubh Muhurat,-2018,Drama,It is a story of a 55-year-old man Pandit Girdhari Laal Sharma who wants to escape his family legacy of becoming a priest and aspires to become a storyteller instead. His reality is that he...                 »,Pavan Kumar,Sanjay Mishra,Mahesh Sharma,Kajal Jain,Mukesh Tiwari
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chaar Din Ki Chandni,-2012,"Comedy, Romance","Chandini comes to India to attend Veer's sisters wedding. In those four days, she wins everyone's heart.",Samir Karnik,Tusshar Kapoor,Kulraj Randhawa,Anupam Kher,Om Puri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Delhi in a Day,-2011,"Comedy, Drama","When the money of an idealistic British traveler disappears in a nouveau-riche Delhi household, the staff are given twenty-four hours to replace it or face the consequences. Delhi In A Day is a darkly comedic portrayal of upper-class Delhi society, examining how the haves and the have-nots coexist in the context of the contemporary nouveau-riche Delhi home.",Prashant Nair,Victor Banerjee,Siddharth Bhardwaj,Vidya Bhushan,Lillete Dubey
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hum Dono,-1961,"Drama, Musical, Romance","When an army officer is presumed dead in battle, his lookalike is tasked with breaking the news to his family. However, circumstances force him to impersonate the dead man.",Amarjeet,Dev Anand,Nanda,Sadhana,Lalita Pawar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kranti,-2002,"Action, Drama","Inspector Abhay Pratap Singh is a young, honest and diligent police inspector, serving with Bombay Police, and comes from a respectable family, which consists of sister Anu; mom Sushma; and...                 »",Naresh Malhotra,Vinod Khanna,Bobby Deol,Ameesha Patel,Rati Agnihotri
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tere Ghar Ke Samne,-1963,"Romance, Musical, Comedy",Children of two life-long rivals fall in love and try to make their fathers see the error of their ways.,Vijay Anand,Dev Anand,Nutan,Rajendranath Malhotra,Zarine Katrak
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,My Dear Kuttichaathan,-1984,"Action, Adventure, Comedy","Two boys and a girl befriend Kuttichathan by accident and release him from the grip of the magician. On the way Kuttichathan meets Ashish, a member of the police, who is after Karimbhootham...                 »",Jijo Punnoose,Arvind,Sonia,Suresh,Kottarakkara Sridharan Nair
"https://m.media-amazon.com/images/M/MV5BYjYwOTExMjEtN2Q5Ny00ZDM0LWE1YzUtZDU1ZDAzODA2MTkxXkEyXkFqcGdeQXVyMjU4NDY1ODA@._V1_UY98_CR0,0,67,98_AL_.jpg",Pardesi Babu,-1998,"Action, Comedy, Drama","Raju Pardesi lives a poor lifestyle in a village with his cruel step-mother, and decides to re-locate to Mumbai to better his life. Upon arrival he is received by his friend, Happy Singh, ...                 »",Manoj Agrawal,Govinda,Raveena Tandon,Shilpa Shetty Kundra,Shashikala
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dear Maya,-2017,"Drama, Romance","Anna and Ira prank a local woman by writing her letters from a secret admirer. The prank takes a more serious turn when the local women goes missing,",Sunaina Bhatnagar,Manisha Koirala,Madiha Imam,Shreya Chaudhary,Iravati Harshe
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Isi Life Mein...!,-2010,"Comedy, Drama, Romance","Just out of school, a conservatively raised girl experiences changes after moving to a big city.",Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar,Mohnish Bahl,Prachi Shah
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Moksha: Salvation,-2001,"Crime, Drama, Thriller","An idealistic lawyer wants to help the poor get justice, but lacks finance, so plans to rob a bank, alongside his love interest. His black n white emotional nature, leads to an unforgivable deed, which he severely repents.",Ashok Mehta,Arjun Rampal,Manisha Koirala,Kalpana Pandit,Suresh Oberoi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hamraaz,-1967,"Musical, Mystery, Thriller",A stage actor becomes entangled in a murder mystery after he marries a woman with a secret past.,B.R. Chopra,S.N. Banerjee,Urmila Bhatt,Birbal,Sunil Dutt
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hatya,-1988,"Action, Crime, Drama","After the passing away of his wife, Sheila, and child, Raja, Sagar takes to drinking as well as singing and dancing at weddings and special occasions. Intoxicated heavily after one such ...                 »",Kirti Kumar,Govinda,Neelam Kothari,Raj Kiran,Anupam Kher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Karz: The Burden of Truth,-2002,"Action, Crime, Drama","Suraj, an orphaned policeman, was abandoned by his biological mother for unknown reasons. Constantly haunted by his past, he sets out to find his parents.",Harry Baweja,Sunny Deol,Sunil Shetty,Shilpa Shetty Kundra,Ashutosh Rana
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Droh Kaal,-1994,"Drama, Thriller","Riveting suspense thriller about a dedicated cop who leads an under-cover squad against a group of terrorists. He manages to capture their leader, but finds himself and his family mentally ...                 »",Govind Nihalani,Om Puri,Naseeruddin Shah,Mita Vashisht,Annu Kapoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Depth of Pyaar,-2019,"Crime, Drama, Family","A film about two brothers - Yash is a charismatic young lawyer frustrated in his pursuit of justice, while Ansh is a social recluse due to his medical limitations - and how their lives are ...                 »",Mukesh Asopa,Charles Ross,Mukesh Asopa,Akshay Asopa,Siobhan Johnson
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mukhbiir,-2008,"Crime, Drama, Mystery",A youth is compelled by police to infiltrate gangs and terrorist groups.,Mani Shankar,Sammir Dattani,Rahul Dev,Om Puri,Alok Nath
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mahal,-1949,"Drama, Horror, Mystery","A young lawyer is involved with a ghostly woman in his new house, where the builder and his fiancée died shortly after it was built.",Kamal Amrohi,Ashok Kumar,Madhubala,M. Kumar,Vijayalaxmi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sins,-2005,"Drama, Romance, Thriller","Two passionate lovers have a relationship that was doomed from the start. Father Williams, a catholic priest and young Rosemary begin a seemingly innocent association, but the relationship quickly turns intensely physical.",Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja,Nitish Pandey
