img,movie_name,year,genre,Overview,Director,Actor1,Actor2,Actor3,Actor4
"https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR0,0,67,98_AL_.jpg",3 Idiots,-2009,"Comedy, Drama","Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,Sharman Joshi
"https://m.media-amazon.com/images/M/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",Like Stars on Earth,-2007,"Drama, Family","An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",Aamir Khan,Amole Gupte,Darsheel Safary,Aamir Khan,Tisca Chopra
"https://m.media-amazon.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_UY98_CR0,0,67,98_AL_.jpg",PK,-2014,"Comedy, Drama, Musical",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,Rajkumar Hirani,Aamir Khan,Anushka Sharma,Sanjay Dutt,Boman Irani
"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_UY98_CR1,0,67,98_AL_.jpg",Dangal,-2016,"Action, Biography, Drama",Former wrestler  and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Sanya Malhotra
"https://m.media-amazon.com/images/M/MV5BYTQxMmMwZTAtZjIzOC00NjlhLTkzOGYtNzc1OGZhNzczYWM1XkEyXkFqcGdeQXVyMTIzMzg0MTM2._V1_UY98_CR15,0,67,98_AL_.jpg",Radhe,-2021,"Action, Crime, Thriller","After taking the dreaded gangster Gani Bhai, ACP Rajveer Shikawat aka Radhe goes on a manhunt to find the wealthiest man of the town secretly running a crime syndicate.",Prabhu Deva,Salman Khan,Disha Patani,Randeep Hooda,Jackie Shroff
"https://m.media-amazon.com/images/M/MV5BNmI0MTliMTAtMmJhNC00NTJmLTllMzQtMDI3NzA1ODMyZWI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR5,0,67,98_AL_.jpg",Dil Bechara,-2020,"Comedy, Drama, Romance","The emotional journey of two hopelessly in love youngsters, a young girl, Kizie, suffering from cancer, and a boy, Manny, whom she meets at a support group.",Mukesh Chhabra,Sushant Singh Rajput,Sanjana Sanghi,Sahil Vaid,Saswata Chatterjee
"https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR1,0,67,98_AL_.jpg",Rang De Basanti,-2006,"Comedy, Crime, Drama","The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",Rakeysh Omprakash Mehra,Aamir Khan,Soha Ali Khan,Siddharth,Sharman Joshi
"https://m.media-amazon.com/images/M/MV5BNDYxNWUzZmYtOGQxMC00MTdkLTkxOTctYzkyOGIwNWQxZjhmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Lagaan: Once Upon a Time in India,-2001,"Drama, Musical, Sport",The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh,Rachel Shelley
"https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",My Name Is Khan,-2010,Drama,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,Karan Johar,Shah Rukh Khan,Kajol,Sheetal Menon,Katie A. Keane
"https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",Gangs of Wasseypur,-2012,"Action, Comedy, Crime","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Anurag Kashyap,Manoj Bajpayee,Richa Chadha,Nawazuddin Siddiqui,Tigmanshu Dhulia
"https://m.media-amazon.com/images/M/MV5BYzExOTcwNjYtZTljMC00YTQ2LWI2YjYtNWFlYzQ0YTJhNzJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg","Swades: We, the People",-2004,Drama,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,Kishori Ballal,Smit Sheth
"https://m.media-amazon.com/images/M/MV5BMjE1NjQ5ODc2NV5BMl5BanBnXkFtZTgwOTM5ODIxNjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Bajrangi Bhaijaan,-2015,"Action, Adventure, Comedy",An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,Kabir Khan,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui,Kareena Kapoor
"https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg",Andhadhun,-2018,"Crime, Drama, Music","A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Sriram Raghavan,Ayushmann Khurrana,Tabu,Radhika Apte,Anil Dhawan
"https://m.media-amazon.com/images/M/MV5BMTQzMTEyODY2Ml5BMl5BanBnXkFtZTgwMjA0MDUyMjE@._V1_UY98_CR0,0,67,98_AL_.jpg",Barfi!,-2012,"Comedy, Drama, Romance",Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,Anurag Basu,Ranbir Kapoor,Priyanka Chopra Jonas,Ileana D'Cruz,Saurabh Shukla
"https://m.media-amazon.com/images/M/MV5BMTdkOTEwYjMtNDA1YS00YzVlLTg0NWUtMmQzNDZhYWUxZmIyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Spenser Confidential,-2020,"Action, Comedy, Crime","When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals.",Peter Berg,Mark Wahlberg,Winston Duke,Alan Arkin,Iliza Shlesinger
"https://m.media-amazon.com/images/M/MV5BMzQ4MTBlYTQtMzJkYS00OGNjLTk1MWYtNzQ0OTQ0OWEyOWU1XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_UY98_CR1,0,67,98_AL_.jpg",Munna Bhai M.B.B.S.,-2003,"Comedy, Drama",A gangster sets out to fulfill his father's dream of becoming a doctor.,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Gracy Singh,Sunil Dutt
"https://m.media-amazon.com/images/M/MV5BMTUzODMyNzk4NV5BMl5BanBnXkFtZTgwNTk1NTYyNTM@._V1_UY98_CR3,0,67,98_AL_.jpg",Chak De! India,-2007,"Drama, Family, Sport","Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.",Shimit Amin,Shah Rukh Khan,Vidya Malvade,Sagarika Ghatge,Shilpa Shukla
"https://m.media-amazon.com/images/M/MV5BOTcwMzdiMWItMjZlOS00MzAzLTg5OTItNTA4OGYyMjBhMmRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR1,0,67,98_AL_.jpg",A Wednesday,-2008,"Action, Crime, Drama",A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.,Neeraj Pandey,Anupam Kher,Naseeruddin Shah,Jimmy Sheirgill,Aamir Bashir
"https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Drishyam,-2015,"Crime, Drama, Mystery","Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",Nishikant Kamat,Ajay Devgn,Shriya Saran,Tabu,Rajat Kapoor
"https://m.media-amazon.com/images/M/MV5BZGFmMjM5OWMtZTRiNC00ODhlLThlYTItYTcyZDMyYmMyYjFjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY98_CR0,0,67,98_AL_.jpg",Zindagi Na Milegi Dobara,-2011,"Comedy, Drama",Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,Zoya Akhtar,Hrithik Roshan,Farhan Akhtar,Abhay Deol,Katrina Kaif
"https://m.media-amazon.com/images/M/MV5BMzcxOWU3ZTAtZmYwYS00MzJmLWI1MmEtYmJlOTFjYTAxMWUwXkEyXkFqcGdeQXVyODk1MzE5NDA@._V1_UY98_CR2,0,67,98_AL_.jpg",Dil Chahta Hai,-2001,"Comedy, Drama, Romance","Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",Farhan Akhtar,Aamir Khan,Saif Ali Khan,Akshaye Khanna,Preity Zinta
"https://m.media-amazon.com/images/M/MV5BNGYwZDYzOWUtZWRmMS00OTg3LWIxNjctMWY5YWM4ZWYzM2FmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Sadak 2,-2020,"Action, Drama","The film picks up where Sadak left off, revolving around the journey with a young girl who becomes an important character in the life of the protagonist, and the reason for him to stay alive.",Mahesh Bhatt,Alia Bhatt,Priyanka Bose,Sanjay Dutt,Aditya Roy Kapoor
"https://m.media-amazon.com/images/M/MV5BMDQ2ZmE2NTMtZDE3NC00YzFjLWJhNmEtMDEzMTI5ZjU2ZGM0XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_UY98_CR3,0,67,98_AL_.jpg",Dilwale Dulhania Le Jayenge,-1995,"Drama, Romance","When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",Aditya Chopra,Shah Rukh Khan,Kajol,Amrish Puri,Farida Jalal
"https://m.media-amazon.com/images/M/MV5BYmVjNDIxODAtNWZiZi00ZDBlLWJmOTUtNDNjMGExNTViMzE1XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UX67_CR0,0,67,98_AL_.jpg",Kal Ho Naa Ho,-2003,"Comedy, Drama, Musical","Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",Nikkhil Advani,Preity Zinta,Shah Rukh Khan,Saif Ali Khan,Jaya Bachchan
"https://m.media-amazon.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",Bhaag Milkha Bhaag,-2013,"Biography, Drama, Sport",The truth behind the ascension of  who was scarred because of the India-Pakistan partition.,Rakeysh Omprakash Mehra,Farhan Akhtar,Sonam Kapoor,Pawan Malhotra,Art Malik
"https://m.media-amazon.com/images/M/MV5BNWYyOWRlOWItZWM5MS00ZjJkLWI0MTUtYTE3NTI5MDAwYjgyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Queen,-2013,"Adventure, Comedy, Drama",A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.,Vikas Bahl,Kangana Ranaut,Rajkummar Rao,Lisa Haydon,Jeffrey Ho
"https://m.media-amazon.com/images/M/MV5BMGMzZjY2ZWQtZjQxYS00NWY3LThhNjItNWQzNTkzOTllODljXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY98_CR1,0,67,98_AL_.jpg",Hera Pheri,-2000,"Action, Comedy, Crime","Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Priyadarshan,Akshay Kumar,Sunil Shetty,Paresh Rawal,Tabu
"https://m.media-amazon.com/images/M/MV5BMTQ1NDI0NzkyOF5BMl5BanBnXkFtZTcwNzAyNzE2Nw@@._V1_UY98_CR0,0,67,98_AL_.jpg",Kahaani,-2012,"Mystery, Thriller","A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",Sujoy Ghosh,Vidya Balan,Parambrata Chattopadhyay,Indraneil Sengupta,Nawazuddin Siddiqui
"https://m.media-amazon.com/images/M/MV5BMjI2NjEzNjc4NV5BMl5BanBnXkFtZTgwODQxOTc5MDE@._V1_UY98_CR4,0,67,98_AL_.jpg",Gunday,-2014,"Action, Drama, Musical","The lives of Calcutta's most powerful Gunday, Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds.",Ali Abbas Zafar,Ranveer Singh,Arjun Kapoor,Priyanka Chopra Jonas,Irrfan Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ghajini,-2008,"Action, Drama, Mystery",A short-term memory loss patient sets out on his journey to avenge the death of his beloved girl.,A.R. Murugadoss,Aamir Khan,Asin Thottumkal,Jiah Khan,Pradeep Singh Rawat
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Coolie No. 1,-2020,"Action, Comedy, Romance","After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire.",David Dhawan,Varun Dhawan,Sara Ali Khan,Paresh Rawal,Javed Jaffrey
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Hotel Mumbai,-2018,"Action, Drama, History",The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,Anthony Maras,Dev Patel,Armie Hammer,Nazanin Boniadi,Anupam Kher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Baby,(I) (2015),"Action, Thriller","An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",Neeraj Pandey,Akshay Kumar,Danny Denzongpa,Rana Daggubati,Taapsee Pannu
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Airlift,-2016,"Drama, History","When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra,Prakash Belawadi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,OMG: Oh My God!,-2012,"Comedy, Drama, Fantasy",A shopkeeper takes God to court when his shop is destroyed by an earthquake.,Umesh Shukla,Paresh Rawal,Akshay Kumar,Mithun Chakraborty,Mahesh Manjrekar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sholay,-1975,"Action, Adventure, Comedy","After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",Ramesh Sippy,Sanjeev Kumar,Dharmendra,Amitabh Bachchan,Amjad Khan
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Special Chabbis,-2013,"Crime, Drama, Thriller",A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,Neeraj Pandey,Akshay Kumar,Anupam Kher,Manoj Bajpayee,Jimmy Sheirgill
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jab Tak Hai Jaan,-2012,"Drama, Romance",A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.,Yash Chopra,Shah Rukh Khan,Katrina Kaif,Anushka Sharma,Sharib Hashmi
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,The Lunchbox,-2013,"Drama, Romance",A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui,Lillete Dubey
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Haider,-2014,"Action, Crime, Drama","A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",Vishal Bhardwaj,Shahid Kapoor,Tabu,Shraddha Kapoor,Kay Kay Menon
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Andaz Apna Apna,-1994,"Action, Comedy, Romance",Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,Rajkumar Santoshi,Aamir Khan,Salman Khan,Raveena Tandon,Karisma Kapoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Don 2,-2011,"Action, Crime, Thriller","Don turns himself in and escapes with Vardhaan from prison, following which he recruits a team to steal currency printing plates from a bank in Berlin.",Farhan Akhtar,Shah Rukh Khan,Florian Lukas,Om Puri,Priyanka Chopra Jonas
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chennai Express,-2013,"Action, Adventure, Comedy",A man heading towards Rameshwaram via Chennai express to immerse his late grandfather's ashes unwillingly gets caught amidst goons after helping their boss's daughter and them board the train.,Rohit Shetty,Deepika Padukone,Shah Rukh Khan,Sathyaraj,Nikitin Dheer
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,The White Tiger,-2021,"Crime, Drama",An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas,Vedant Sinha
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Veer-Zaara,-2004,"Drama, Family, Musical","Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",Yash Chopra,Shah Rukh Khan,Preity Zinta,Rani Mukerji,Kirron Kher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kuch Kuch Hota Hai,-1998,"Comedy, Drama, Musical","During their college years, Anjali was in love with her best-friend Rahul, but he had eyes only for Tina. Years later, Rahul and the now-deceased Tina's eight-year-old daughter attempts to reunite her father and Anjali.",Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji,Sana Saeed
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Sanju,-2018,"Biography, Comedy, Drama","Sanju is a biopic of the controversial life of actor : his film career, jail sentence and personal life.",Rajkumar Hirani,Ranbir Kapoor,Paresh Rawal,Manisha Koirala,Vicky Kaushal
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Laxmii,-2020,"Action, Comedy, Horror","Aasif visits his wife's parents' house and happens to go to a ground that is supposedly haunted. However, he is soon possessed by the spirit of a transgender who is out for revenge.",Lawrence Raghavendra,Balakrishnan Thevar,Akshay Kumar,Kiara Advani,Sharad Kelkar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jab We Met,-2007,"Comedy, Drama, Romance",A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora,Dara Singh
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kabhi Khushi Kabhie Gham...,-2001,"Drama, Musical, Romance","After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now grown up little brother Rohan embarks on a mission to bring Rahul back home and reunite the family again.",Karan Johar,Shah Rukh Khan,Kajol,Amitabh Bachchan,Hrithik Roshan
"https://m.media-amazon.com/images/M/MV5BMWU4ZjNlNTQtOGE2MS00NDI0LWFlYjMtMmY3ZWVkMjJkNGRmXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_UY98_CR0,0,67,98_AL_.jpg",Uri: The Surgical Strike,-2018,"Action, Drama, War","Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",Aditya Dhar,Vicky Kaushal,Paresh Rawal,Mohit Raina,Yami Gautam
"https://m.media-amazon.com/images/M/MV5BNjk5MzcxZWQtMzkwMC00OTViLTgzNzctZTIyMTE5ZDY4ZDU1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR2,0,67,98_AL_.jpg",Rab Ne Bana Di Jodi,-2008,"Comedy, Drama, Music","A breathtaking, goose flesh igniting, awe inspiring love journey of an ordinary man Suri and his 'total opposite' love Taani.",Aditya Chopra,Shah Rukh Khan,Anushka Sharma,Vinay Pathak,M.K. Raina
"https://m.media-amazon.com/images/M/MV5BN2ZmMDMwODgtMzA5MS00MGU0LWEyYTgtYzQ5MmQzMzU2NTVkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",Lage Raho Munna Bhai,-2006,"Comedy, Drama, Romance",Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Vidya Balan,Boman Irani
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,M.S. Dhoni: The Untold Story,-2016,"Biography, Drama, Sport",The untold story of 's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,Neeraj Pandey,Sushant Singh Rajput,Kiara Advani,Anupam Kher,Disha Patani
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dhoom 3,-2013,"Action, Crime, Thriller","When Sahir, a circus entertainer trained in magic and acrobatics, turns into a thief to take down a corrupt bank in Chicago that ruined his father, Indian officers Jai and Ali are called to catch him.",Vijay Krishna Acharya,Aamir Khan,Katrina Kaif,Abhishek Bachchan,Uday Chopra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Fan,(I) (2016),"Action, Drama, Thriller","Gaurav develops an obsession with a movie star who looks just like him. He goes to Bombay to meet his idol, but he refuses to grant him five minutes of his time. Gaurav is enraged and plots to destroy his hero.",Maneesh Sharma,Shah Rukh Khan,Sayani Gupta,Shriya Pilgaonkar,Carolina Main
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Udaan,-2010,Drama,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",Vikramaditya Motwane,Rajat Barmecha,Ronit Roy,Manjot Singh,Ram Kapoor
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Race 3,-2018,"Action, Crime, Thriller",Relationships and loyalties of a criminal family planning its next big heist are tested when some shocking revelations strike them.,Remo D'Souza,Anil Kapoor,Salman Khan,Bobby Deol,Jacqueline Fernandez
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Raees,-2017,"Action, Crime, Drama",A bootlegger sets out to improve his community as a promising leader but falls in a political trap.,Rahul Dholakia,Raj Arjun,Shubham Chintamani,Shubham Tukaram,Yug
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Pink,(III) (2016),"Crime, Drama, Thriller","When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",Aniruddha Roy Chowdhury,Taapsee Pannu,Amitabh Bachchan,Kirti Kulhari,Andrea Tariang
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rockstar,-2011,"Drama, Music, Romance","Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",Imtiaz Ali,Ranbir Kapoor,Nargis Fakhri,Shammi Kapoor,Kumud Mishra
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Vicky Donor,-2012,"Comedy, Romance","A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",Shoojit Sircar,Ayushmann Khurrana,Yami Gautam,Annu Kapoor,Dolly Ahluwalia
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Talaash,-2012,"Crime, Drama, Mystery","Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie.",Reema Kagti,Priyamvada Narayanan,Aamir Khan,Kareena Kapoor,Rani Mukerji
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Om Shanti Om,-2007,"Action, Comedy, Drama","In the 1970s, Om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life.",Farah Khan,Shah Rukh Khan,Deepika Padukone,Arjun Rampal,Kirron Kher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Yeh Jawaani Hai Deewani,-2013,"Drama, Musical, Romance","Kabir and Naina bond during a trekking trip. Before Naina can express herself, Kabir leaves India to pursue his career. They meet again years later, but he still cherishes his dreams more than bonds.",Ayan Mukherjee,Ranbir Kapoor,Deepika Padukone,Aditya Roy Kapoor,Kalki Koechlin
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Devdas,(I) (2002),"Drama, Musical, Romance","After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain.",Sanjay Leela Bhansali,Shah Rukh Khan,Aishwarya Rai Bachchan,Madhuri Dixit,Jackie Shroff
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ra.One,-2011,"Action, Adventure, Sci-Fi","When the titular antagonist of an action game takes on physical form, it's only the game's less powerful protagonist who can save his creator's family.",Anubhav Sinha,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,Shahana Goswami
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Chhichhore,-2019,"Comedy, Drama","A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",Nitesh Tiwari,Sushant Singh Rajput,Shraddha Kapoor,Varun Sharma,Prateik
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dear Zindagi,-2016,"Drama, Romance","Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.",Gauri Shinde,Alia Bhatt,Shah Rukh Khan,Kunal Kapoor,Priyanka Moodley
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Don,(I) (2006),"Action, Crime, Thriller","Vijay is recruited by a police officer to masquerade as his lookalike Don, the leader of an international gang of smugglers. Things go wrong when the officer is killed and Vijay is left to fend for himself.",Farhan Akhtar,Shah Rukh Khan,Priyanka Chopra Jonas,Arjun Rampal,Isha Koppikar
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Happy New Year,(I) (2014),"Action, Comedy, Crime",A gang of amateur dancers takes part in a dancing competition to avenge their personal vendetta.,Farah Khan,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan,Anupam Kher
https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,English Vinglish,-2012,"Comedy, Drama, Family","A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou,Priya Anand
